emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,emg_8,emg_9,emg_10,label
0.516067749270645,0.5809684621891231,0.1737557688970712,0.0683457869222544,0.0315569833268306,0.0024001089753196,0.0024465649720988,0.0490633288413319,0.608642546388031,0.0065958796518819,0
0.1237917765707743,0.2909907525981758,0.0074304972957646,0.0024659272561087,0.0024413229003848,0.0023988012677115,0.0024217901495968,0.0089508837535664,0.0025938618375234,0.0024137220681996,0
0.0054306252144508,0.0024080743687132,0.0024206622472265,0.0024405024682104,0.002682349864282,0.020584598098798,0.5633120893716221,0.1094638721038483,0.0023955902813818,0.0593517461138896,0
0.0028699758101119,0.0024060583211682,0.0025481316486346,0.0024421813348517,0.0024489699906041,0.0023902510990579,0.0088298279171507,0.0408935302738276,0.0024061079646156,0.0068209989630956,0
0.0042703980378212,0.217425522327555,0.007064884717758,0.0024030828036258,0.0026714976940727,0.002448502522555,0.2705997862913049,0.1466867553049309,0.002440532181821,0.0030739236314519,0
0.0157909748309032,0.0023982185832955,0.0026091096832214,0.0024457159194978,0.0025430274576117,0.0596533261011212,0.5696197939048545,0.0414142548034477,0.0023990267072312,0.0719336606364978,0
0.0060882695926485,0.0077610698752132,0.0025521080071882,0.0023957571825114,0.0025067854145833,0.0188839391971273,0.3749107710284566,0.2181102378922667,0.0024772911170465,0.2795792231576076,0
0.0025513947102056,0.0024312382006947,0.0026429386458505,0.0024241562394179,0.002460198475113,0.0023826104596881,0.0749421854948957,0.1250148970402559,0.0034192620260117,0.00256266948981,0
0.0186376033645633,0.0024366326023135,0.0027265246225988,0.0024726824014999,0.0026045354614954,0.0124557823567834,0.4415486008922443,0.1128757791548553,0.002288116634567,0.0053344843252692,0
0.0044987389879974,0.0734741201206847,0.2249160220620608,0.0024588969030598,0.0025741051707987,0.002400025222392,0.0029826409968179,0.1023715962772687,0.5214897231565859,0.0024017062816847,0
0.003336702767307,0.0023990426197315,0.0026341985880813,0.0024359004748994,0.0024942103731299,0.0024000072583428,0.0687043400291907,0.0245038850650813,0.0023946532128866,0.0219181795677883,0
0.0026672274468608,0.002497116378669,0.0026063705347524,0.0024421155512944,0.0025482492587915,0.0023999859220337,0.0391555882683726,0.0519564387700454,0.0024387642707576,0.0033091032106424,0
0.0555435792532446,0.0023997441526092,0.0026035547934005,0.0024009815867624,0.0025436678944283,0.0029366545430716,0.2463055694442341,0.0946126335768091,0.0034999611882338,0.0024100540942519,0
0.0117355857910552,0.0029559078808254,0.0083194959783292,0.0010630557693627,0.0025318261233942,0.0024182282038646,0.0187825957963924,0.1225483226694716,0.0007510316735038,0.0656673457138613,0
0.0044608819634403,0.3474025694964812,0.1884930314860591,0.1062949170699801,0.0030581763290601,0.0038977745122516,0.2532887757202532,0.2000180421306166,0.0648390467721823,0.0403486766873798,0
0.0031990045635997,0.0018949202663574,0.0022506108723802,0.0023047463736027,0.0019328393203031,0.0181920049537596,0.537538301076361,0.0725777468452512,0.0020357811725088,0.0611061119747377,0
0.0237703407319813,0.0024500409243114,0.0026873804524517,0.0024407747992241,0.0025709186747281,0.0023986734478643,0.1308613894563464,0.1021769345425566,0.0024001173110836,0.0025671948586883,0
0.0023717574429182,0.0066959816490651,0.0027215203221039,0.0023281210993048,0.002458064199024,0.002345112763458,0.0588711893156041,0.3689223529096362,0.0283763306672231,0.0015803711769364,0
0.21394708897086,0.4867925038625317,0.0597979976209603,0.0040236997791913,0.0025096917178702,0.0023999457667388,0.0024452066951653,0.0087250683563517,0.0023840855000385,0.0024444735009009,0
0.0043276386227911,0.0025574641957964,0.0025238605372692,0.002648564731031,0.0024716344992587,0.0038893572715942,0.289872117956448,0.1134394786600844,0.002476479666887,0.057742510676163,0
0.0025649405792878,0.0045819716365643,0.0024835541664595,0.0024064241033045,0.0025420237195592,0.1043263763323617,0.3798437165072859,0.170595180630639,0.0023976467439961,0.1598462606962725,0
