emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,emg_8,emg_9,emg_10,label
0.0225182673490242,0.002399781738882,0.0024760487396518,0.0023960443682863,0.0025334280825646,0.0023997154344545,0.0025387075589411,0.0262522648577001,0.0023978008830244,0.0026416862383797,0
0.0204719774807511,0.0021975895003757,0.0027752779903778,0.0024804342542917,0.0025218735346896,0.0024436603721519,0.0038767285951419,0.0248236490884476,0.0023693349039163,0.0024028819763708,0
0.0412588022953564,0.0775283895811215,0.067370639733155,0.0100290936340053,0.0033900757176113,0.0025235879495062,0.1529894500757501,0.0606784319209132,0.0492967187828164,0.0077539968433213,1
0.0127369287707913,0.0023195584894509,0.0024918201025201,0.0024475429153481,0.0024082415999365,0.0023985032694642,0.0078421945182425,0.0254385502381148,0.0021690129435992,0.0006214849776917,0
0.0194023537154817,0.0024004618855064,0.0025434363564624,0.0024632516611154,0.0025143258595452,0.002400024427785,0.0055671297543184,0.0289345502647708,0.0024032422000732,0.0030202610818682,0
0.0524372724977358,0.1169346672854149,0.018223053314071,0.0072334751378679,0.0033780246139618,0.0024274444243942,0.0332470322638736,0.0450046300926231,0.071740512613165,0.0198860229845505,1
0.0574330268422586,0.0892310296792792,0.0126976609025041,0.0045224685158497,0.0031974130436379,0.0026388558843588,0.097042398768109,0.0549261150104163,0.1067229593369046,0.0089690820722204,1
0.062793741899013,0.1124096699432135,0.0179475809456587,0.0052825182606513,0.0034042467909537,0.0025066755362397,0.0982885293830612,0.0559768433944577,0.1313602730743491,0.0144007965465808,1
0.0533390126041734,0.0211844457651151,0.0039839620026496,0.0024333727901251,0.0025003093878563,0.0023900318899004,0.0455472901689756,0.0442937383242405,0.0193454053774239,0.0158023434072248,1
0.0538043071231908,0.0024304538162479,0.0026333169775798,0.0023980361675704,0.0024586347123817,0.0025316408929586,0.0307438854768837,0.0407140621122995,0.0023964055912503,0.0012194451265904,0
0.0478096168965191,0.0024002332085964,0.0024731015473256,0.0024202657143283,0.0026146154932842,0.0025475273520508,0.0063634092699022,0.0365331495113935,0.0032484628747156,0.0030729566672082,0
0.0026385591326447,0.0026249398473898,0.0026194807134214,0.0025059717248313,0.0024818521616789,0.0024090773660226,0.0058996527262264,0.0237257428406192,0.0024533222317936,0.0026709669371301,0
0.0234700090698056,0.2406633438736408,0.136048720051021,0.0072812293092611,0.0026276664344825,0.0025728882994513,0.2365699095765471,0.0574509821599413,0.3268229888168192,0.0420090027993736,1
0.0208892309153929,0.23973396127975,0.1198628035315747,0.0031598146420375,0.0023537234815654,0.002382674076883,0.1966280572263687,0.050709398641292,0.3051040518765741,0.0343355135809241,1
0.0154994039625713,0.1913196955877261,0.0844858486511082,0.0025768598978657,0.0025475659818854,0.0024124776294767,0.1465091186774843,0.0418264048495985,0.2290819360581465,0.0121305322940517,1
0.0033718452087411,0.0023973196203075,0.0025262825706979,0.002427261888283,0.0026389441281946,0.0023999992080085,0.0144370858972341,0.0188700401281116,0.002325728220961,0.007094294397473,0
0.0013647324762288,0.0105099389757198,0.0039921124205793,0.0003696037570608,0.0022246918573555,0.0023909065882158,0.0106388649735925,0.0251305511451942,0.0108144768135687,0.0024111030184835,0
0.0397580897109734,0.4100732956762339,0.2768911549499456,0.0283939613786122,0.009686536639701,0.004039266696714,0.3022681861085995,0.0898911613790805,0.4977636575527243,0.1736654370193125,1
0.0040218393917819,0.0656440790974837,0.0406602537667985,0.0024965101582612,0.0026671437596148,0.0024027334526669,0.1243623597347108,0.0402380795678703,0.107978303599733,0.0217423530892412,1
0.0029627365987808,0.002446931765649,0.0069790797225324,0.002399145181432,0.0026580797319455,0.0024693907025607,0.0425325877493944,0.0345612762141342,0.0118644633655429,0.0094087847107883,0
0.0036155964610805,0.0023989549212269,0.0025162542315074,0.0024374198421787,0.002482778493222,0.002398965768234,0.0160783831313218,0.0318514417984249,0.0028110105030847,0.0073844971319821,0
0.0027653858146868,0.0023994230040297,0.0025470936408262,0.0024776944096299,0.0025184489541974,0.0023987128511275,0.0117115670009883,0.0299024022753243,0.0027030341361386,0.005886326258569,0
0.0032855678754862,0.0024018596981773,0.0024365489918991,0.0024478999508688,0.0024966505530045,0.0024005799662672,0.0154226220679492,0.0294995922630049,0.0031477158794153,0.004600185211921,0
0.0071159953268187,0.0023929817441919,0.0026056141242808,0.0024308971594892,0.0025821065366068,0.0024603887697692,0.0255949200562482,0.02656727872034,0.0031646525735975,0.0038715925350934,0
0.0035339120810424,0.0041029204066986,0.0031509623718596,0.00194785970925,0.002354957341383,0.0023915937593069,0.0411378355145237,0.0331379745881445,0.0107282626670983,0.0077956277906271,1
0.029081272925454,0.2396175920086079,0.0181350526196146,0.0146910269155887,0.0050040200977492,0.0028091250843721,0.2161596135020757,0.0693791707476439,0.0988032054727484,0.0264428734044904,1
0.0066287412931415,0.0438937446810715,0.0088678472154602,0.0024164112250551,0.0024720498294967,0.0024002503735817,0.0680029195245899,0.0383502318456017,0.0522617823733098,0.0223521376100727,1
0.0047140962590048,0.0037562244265868,0.0104357874662532,0.0024773936936954,0.0025078253742442,0.0023999777046797,0.0582488643955444,0.0413648765283821,0.0456205727707393,0.1022337284189627,1
0.0027042999255667,0.0023455554512142,0.0042565794623448,0.0024020699984346,0.0025645415961382,0.0023999947897763,0.0474412255955292,0.0302596658556719,0.018123759247213,0.0088816094799388,0
0.0036025595870967,0.002400588041894,0.0024331663122626,0.00244921439556,0.0024518872735267,0.00239985820167,0.0456121919266048,0.0378582452566694,0.0029576153304978,0.0050332882400533,0
0.0062174166525683,0.0016016535153692,0.1008600276038911,0.0023802170942428,0.002477519297038,0.0023998974516739,0.041160339444128,0.0478697478572446,0.1338814325323808,0.0080922383755446,0
0.0126521502634634,0.2039375116335662,0.228700355153183,0.0023998262436374,0.0025212439216634,0.0023947916218892,0.0963773506757325,0.0686104653191978,0.4210505614528391,0.0416081689268601,1
0.0062581081319688,0.003074754909606,0.0615414678544875,0.0024535811595585,0.0025193859870021,0.0023749778776074,0.0512334466062719,0.0334063654180611,0.1026063903061147,0.0393168259540115,1
0.0025251093452669,0.0029462049892045,0.05606105742524,0.002399429748564,0.0025755138781522,0.0023986348784542,0.0511734888721206,0.0275131049594443,0.1065647442145577,0.0218660267380218,0
0.0027478311037806,0.0023652951059953,0.001189930860323,0.0023997962171089,0.002656309061394,0.0023999974793681,0.0505004057075948,0.0339738996601285,0.0028685841471952,0.012906452471066,0
0.0030618008039719,0.0024364233609211,0.0019578806740046,0.0024001069926354,0.0025630502562476,0.0024000355204145,0.0336675154194234,0.0270802033429004,0.0012535793732296,0.0076552363685751,0
0.0036840316844515,0.002476506428601,0.0024959302290955,0.0024592088568871,0.0026322807886615,0.0023999454067404,0.0208590103865251,0.0284729133950451,0.0037729594696366,0.0042776741115298,0
